country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Equatorial Guinea,GNQ,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.05599976,79.79010773,81.87309265,81.03987122,83.29090118,78.16490173,79.25257874,78.3214035,,,,,,,,,,85.67450714,88.1142807,88.1142807,88.18302917,86.46897125,,,
Grenada,GRD,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.50520325,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.20224762,,88.51204681,,99.90500641,97.54730988,96.56160736,96.73657227,96.72180939,96.21099854,97.43630981,95.59147644,92.38786316,94.67874908,95.23078156,96.47648621,
Guam,GUM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.72618103,,89.38762665,85.38715363,,85.21778107,,84.24150085,91.25668335,79.33686829,85.38648224,,,,,,,,,,
High income,HIC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.55490875,92.06328201,92.01921463,90.48847961,91.95277405,91.84470367,92.89063644,91.71271133,92.51360321,92.1764946,91.53177261,90.69439697,91.17321014,91.45632172,93.65685272,92.89260483,92.48334503,92.89116669,93.09402847,91.91353226,92.95205688,,,
"Hong Kong SAR, China",HKG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.00145721,86.89642334,66.51509857,87.32485962,84.13182068,81.78993225,,,,,,,,,,
Honduras,HND,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.28701782,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.88722992,90.58753586,87.67856979,87.89447021,,,,,,,,,
Croatia,HRV,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.09684753,92.67652893,95.57145691,,,94.70349884,96.63276672,92.17807007,93.55126953,96.2857132,,96.75058746,96.34191132,95.60809326,,95.80565643,95.41201782,93.06931305,,,
Haiti,HTI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7857132,91.79572296,90.28192139,89.81835938,89.54157257,92.32678986,93.58071136,92.63583374,92.37454987,94.02815247,94.21999359,91.57745361,89.63043976,90.91072845,95.64653015,95.30657196,91.32807159,93.66943359,92.56973267,89.89961243,86.49234009,89.31987762,,,
IBRD only,IBD,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.83929443,,,89.39962769,,,,,,,,,
IDA blend,IDB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7598877,90.4150238,89.81136322,88.0524826,87.42565918,86.6434021,87.85687256,88.32183075,88.13384247,,,,,,,
IDA only,IDX,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.88722992,88.81198502,87.67856979,89.39962769,,,,,,,,,
Isle of Man,IMN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1342926,96.10655212,,,95.45175934,95.40070343,95.18502045,,,,,,,,,,,,,,,,,
Not classified,INX,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.13868713,90.98387909,88.90141296,87.36470032,89.39202118,92.66665649,93.23621368,91.56111908,91.95168304,90.35111237,90.83592224,91.46617889,91.29411316,93.30809021,94.94809723,94.17247009,93.766922,93.1129303,92.59629822,94.72962189,94.7925415,93.82705688,,,
"Iran, Islamic Rep.",IRN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.39997101,,91.79338837,,,,,,,,,,,95.25955963,93.50113678,95.80325317,95.89134979,95.7437973,95.12245941,94.14147949,92.89019012,,
Iraq,IRQ,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.30063629,91.49449921,90.01126862,90.25697327,91.93852997,92.21784973,93.36255646,94.53565979,94.23255157,94.72823334,93.87541199,94.49269104,95.47261047,95.42495728,93.88787842,94.27101135,,,
Israel,ISR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.21482086,91.32668304,91.89003754,92.45459747,92.45394897,92.40631866,92.8359375,93.86860657,93.95480347,93.50775146,92.29199219,92.133461,91.6204071,91.61830902,91.04509735,90.71401215,91.22537231,90.82855225,90.57631683,90.07927704,88.7930069,90.16845703,,,
Italy,ITA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.53515625,,92.00359344,92.39205933,91.63932037,91.98342896,92.10381317,92.80586243,94.30815887,94.33688354,94.08988953,94.76439667,95.17899323,95.26046753,95.90007019,94.56848907,95.16190338,95.02345276,96.44463348,97.96617126,97.21938324,94.85688019,,,
Jamaica,JAM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.31272125,,95.52992249,,,,90.57778931,100,,96.9486618,97.9017334,,98.00878143,97.66468048,97.32833862,97.21338654,98.0438385,98.36051178,,,
Jordan,JOR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.23700714,,,,,,,,,,,,,,,,,91.89391327,94.36611938,89.60382843,85.68113708,,88.02935791,
Japan,JPN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.17875671,87.50534821,88.10959625,88.82375336,89.18978119,88.89958954,89.45787811,90.93511963,90.53965759,90.96672821,90.70198822,,86.73088074,87.49195099,88.98097992,88.09777832,86.10178375,,88.66010284,88.78636169,89.57888794,87.18080139,,,
Kazakhstan,KAZ,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.05293274,,94.07334137,93.81385803,92.07324982,91.8012085,90.43369293,91.02017212,90.60475922,93.31233215,91.79792786,94.86074829,94.62532043,96.53928375,95.94686127,95.80162048,95.45102692,100,,,
Kenya,KEN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.35032654,94.42098999,95.34638214,94.06358337,92.53671265,,,,,,,
Kyrgyz Republic,KGZ,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.60875702,91.77461243,87.31807709,86.52906036,91.7129364,93.53433228,93.9167099,94.5904007,90.087883,86.66760254,84.3187027,82.22836304,85.09397125,87.29412842,89.87229919,,,
Cambodia,KHM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,99.95359039,100,100,99.45281219,,,,,,,,
Kiribati,KIR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.67420197,,,,,,,,,,,,,,,,,,80.2423172,,,,,65.16525269,
"Korea, Rep.",KOR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2975769,82.17372131,,,,,,,,,,,,,,,,,,84.99430084,84.74738312,82.68605042,,,
Kuwait,KWT,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.56105804,,,92.26506042,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.47790909,,95.52992249,,,,92.25131226,,93.48336029,,92.01461029,,,,94.9169693,95.59147644,96.93305206,96.40038681,,,
Lao PDR,LAO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.88404846,81.65782928,81.29319,72.64328766,85.40872192,85.02516937,,,,,,,,
Lebanon,LBN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.14772034,96.29219055,,96.28721619,96.31754303,96.36672211,93.06033325,83.81626129,,88.08854675,86.93228149,99.81822205,,,,,,,,,,
Liberia,LBR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.80165863,,,,,,,,,,,,,,
Libya,LBY,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.32720947,98.88629913,,,,99.29721832,,73.67887878,,,,,,,91.26718903,,88.30587006,,,93.84146118,,,,
Latin America & Caribbean,LCN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.42223358,,,,,,,,,,,,,,,,,96.05876923,,,
Least developed countries: UN classification,LDC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.33542633,86.83304977,88.3138504,87.9192276,,,,,,,,,
Low income,LIC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.38336182,88.81198502,86.99108887,84.66366577,,,,,,,,,
Liechtenstein,LIE,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,87.36804199,94.59725952,,,,,,,,,,,
Sri Lanka,LKA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.85592651,85.44088745,83.2023468,81.4079895,78.28993988,80.24086761,80.72923279,71.01222229,80.00248718,74.65514374,,,,
Lower middle income,LMC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.57218933,,91.34249115,,,,,,,98.27143097,,,,,,,,,,96.52876282,,,,
Late-demographic dividend,LTE,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.42223358,,,,,,,,,93.21834564,92.18202591,91.74530792,93.43430328,93.1129303,92.94017029,92.28501129,93.8843689,93.33016586,,,
Lithuania,LTU,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.50907135,94.34799957,93.15647125,90.52683258,88.70150757,90.91075134,96.09031677,92.3712616,88.34333038,87.52156067,,86.04434204,87.57543182,93.12680817,94.53562927,93.59964752,94.33657074,,,
Luxembourg,LUX,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.48413849,,,,,,,,,,,87.54350281,87.77068329,88.20152283,90.15305328,,91.11743927,90.63117981,88.76686859,,,
Latvia,LVA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4043808,94.16937256,93.10884857,86.49635315,91.14546967,91.62153625,,87.48238373,84.60861969,84.18203735,87.30648041,87.32115173,87.71000671,87.55989838,87.38524628,82.05419159,84.37177277,90.69477081,88.60275269,84.53621674,84.89057159,,,
"Macao SAR, China",MAC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.64243317,58.45774841,43.43941879,32.80998993,73.30300903,87.80393219,90.7833786,91.94953156,92.63627625,81.23300171,79.43496704,82.97884369,,
St. Martin (French part),MAF,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.82038879,90.70960236,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.14659882,90.84976196,91.99285126,,,,92.98819733,,,,,96.86856842,99.10975647,67.35121918,57.08964157,71.79878998,91.61258698,92.18179321,89.30314636,,,73.29293823,,57.80554962,
Moldova,MDA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.01677704,90.50550842,86.6030426,93.61029816,91.76059723,93.12860107,93.35540771,91.69309235,89.38466644,92.4556427,91.28990173,87.6871109,88.35253906,91.09152222,89.5993576,,
Madagascar,MDG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.22241974,71.83167267,73.29981995,89.97310638,,,90.62702942,95.41159821,96.92458344,,,,,,,,,
Maldives,MDV,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.73874664,98.74221039,98.55592346,98.81069183,99.38504028,99.30110168,99.05512238,99.30043793,,,,,,
Middle East & North Africa,MEA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.93630981,97.23802948,96.87809753,96.83457947,96.90300751,96.76209259,96.87026978,96.53112793,95.91716003,96.08216858,96.09745789,96.39357758,95.60961151,95.70480347,96.94082642,96.69358063,97.58412933,97.87104034,97.93776703,,,
Marshall Islands,MHL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.59458923,,,,78.60225677,,,,,,,,,,,,,100,,,
Middle income,MIC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91786957,,,,,,,,,,,,,,,,,,,,
Mali,MLI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.89631653,77.5859375,95.01931763,92.28137207,97.59842682,97.52227783,97.11672974,96.17725372,96.38632965,97.02297211,,,,97.95960999,
Malta,MLT,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.69551086,,,,94.47756195,,94.41799164,,,92.59899139,91.98596191,94.39161682,89.91529083,92.4280777,87.2233963,85.28103638,92.24575043,86.40641022,84.6710968,90.00668335,,87.15946198,,,
Myanmar,MMR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.59017181,,,,,,79.65773773,,74.55966187,,,
Middle East & North Africa (excluding high income),MNA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4491272,97.79409027,99.18817139,,95.06845856,,,,,,,,,,99.98607635,99.98697662,99.99662781,99.99910736,86.02999115,91.11345673,,,,,
Northern Mariana Islands,MNP,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.36460876,73.19927979,,,,,,80.74066925,80.74066925,,,,,,,,,
Mauritania,MRT,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.47579956,,,,,,,,,,,,
Malawi,MWI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.05098724,99.39012146,,86.19812012,97.10289001,98.75279999,96.93016815,,,,,,
Malaysia,MYS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.26509094,73.70722198,65.18752289,60.21279907,58.3118782,65.81027222,86.91620636,,,82.41812134,99.43562317,84.50389099,,94.35249329,89.54891968,90.462883,94.24649048,94.39024353,91.92917633,92.09020996,93.36093903,92.38037872,97.21630096,,
North America,NAC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.08072662,95.84736633,96.39845276,96.58566284,96.86862946,,,95.3928299,93.77896881,93.57315063,92.44956207,90.92619324,90.28829956,89.55126953,,92.22820282,92.29827881,91.79515457,92.74773788,90.87557983,90.97108078,91.53086472,,,
Namibia,NAM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.84001923,,,,,,,,,,99.16966248,,,,92.58325958,,,,,,,,
New Caledonia,NCL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.35848999,81.90937805,91.32408905,78.93929291,92.12785339,90.5480423,86.40920258,81.23786926,74.10186005,88.09973145,94.81572723,97.63021851,99.17225647,,,,
Nigeria,NGA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.80338287,,,,,,,,88.55834198,,,,,,,,,,,,
Netherlands,NLD,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4085083,88.53179169,88.44950104,87.52310944,86.75447845,87.1675415,87.32930756,87.30075073,86.36846161,86.68566132,86.42907715,87.85414886,88.1191864,88.18881226,87.74037933,87.82463837,87.94785309,88.61257935,89.17971802,89.08101654,89.38160706,89.23209381,,,
Norway,NOR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.29634094,87.53179932,89.31929779,89.99381256,90.50888824,89.05615234,89.08535004,89.34336853,89.32618713,88.48023987,88.6739502,87.53482056,88.6879425,89.85778809,90.7131424,89.01154327,89.25286865,87.71576691,87.58760071,87.02388,87.22100067,87.58502197,,,
Nepal,NPL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.16870117,86.12255096,86.51661682,87.9192276,87.3272934,89.02562714,,,,,,,
